client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation,process_step
5808972,5.0,66.0,23.0,U,2.0,29898.98,0.0,3.0,Control,1
1531616,10.0,129.0,60.0,M,2.0,100777.88,6.0,9.0,Control,3
3402999,7.0,92.0,39.0,U,2.0,56527.9,0.0,3.0,Control,3
8593187,14.0,168.0,56.0,M,3.0,207559.95,6.0,9.0,Control,0
5908339,15.0,190.0,40.0,F,2.0,205785.55,5.0,8.0,Control,4
4442018,6.0,82.0,33.0,U,2.0,65264.87,6.0,9.0,Control,3
9150149,5.0,66.0,43.5,U,2.0,104179.39,2.0,5.0,Control,4
7176877,5.0,66.0,35.0,U,2.0,75279.47,2.0,5.0,Control,4
3979917,19.0,239.0,63.0,M,2.0,374919.6,4.0,7.0,Control,4
5587497,7.0,91.0,64.0,U,2.0,410277.5,5.0,8.0,Control,3
4264493,5.0,67.0,22.5,U,3.0,36298.01,6.0,9.0,Control,4
9492169,4.0,58.0,42.0,U,2.0,98181.16,0.0,3.0,Control,0
9692048,11.0,142.0,38.0,M,2.0,87935.1,4.0,7.0,Control,2
9250552,7.0,95.0,33.5,U,2.0,77674.34,2.0,5.0,Control,4
1730954,5.0,63.0,36.5,F,2.0,58456.9,0.0,3.0,Control,4
1459001,20.0,251.0,72.0,M,3.0,166623.2,1.0,4.0,Control,4
6398341,20.0,250.0,33.5,F,3.0,109127.33,6.0,9.0,Control,4
5531076,19.0,228.0,44.5,M,2.0,67727.62,2.0,5.0,Control,4
2570380,4.0,56.0,52.5,U,2.0,51670.67999999999,2.0,5.0,Control,4
5449775,4.0,56.0,28.5,U,2.0,46749.74,2.0,5.0,Control,4
8415669,14.0,178.0,59.5,M,2.0,43793.82,0.0,3.0,Control,4
8096768,10.0,123.0,60.0,F,2.0,91761.22,0.0,3.0,Control,0
7458635,7.0,94.0,26.5,U,3.0,158434.49,6.0,9.0,Control,4
1643775,4.0,59.0,18.0,U,2.0,25270.36,1.0,4.0,Control,4
8763719,12.0,149.0,40.0,M,3.0,98540.5,6.0,9.0,Control,4
7702214,6.0,73.0,32.0,U,2.0,43988.28,6.0,9.0,Control,2
7449147,27.0,330.0,26.5,F,2.0,215247.66,3.0,6.0,Control,4
2096514,14.0,175.0,59.5,F,2.0,84419.06,1.0,4.0,Control,4
2069824,13.0,167.0,50.5,F,2.0,52157.46,6.0,9.0,Control,4
7045562,7.0,96.0,33.5,U,3.0,73644.53,1.0,4.0,Control,4
5376149,20.0,242.0,56.5,M,2.0,858054.38,6.0,9.0,Control,4
148954,13.0,163.0,59.5,F,2.0,89263.33,3.0,6.0,Control,4
4681026,6.0,81.0,57.0,U,2.0,99729.87,6.0,9.0,Control,4
9242446,15.0,182.0,70.0,M,2.0,56986.04,3.0,6.0,Control,4
1905822,11.0,134.0,28.5,F,2.0,49186.49,2.0,5.0,Control,4
6980695,4.0,56.0,74.5,U,2.0,143304.76,5.0,8.0,Control,4
2559930,14.0,172.0,50.0,F,2.0,26430.43,5.0,8.0,Control,1
2693746,14.0,172.0,51.5,M,2.0,35206.61,0.0,3.0,Control,4
9073948,7.0,85.0,58.5,U,2.0,175468.15000000002,6.0,9.0,Control,4
9897542,6.0,82.0,23.0,U,2.0,66806.76999999999,2.0,5.0,Control,4
6652996,10.0,120.0,50.0,F,2.0,48410.62,1.0,4.0,Control,3
1592329,17.0,212.0,27.5,U,2.0,27189.73,0.0,3.0,Control,4
5115750,22.0,271.0,62.0,F,4.0,351838.75,1.0,4.0,Control,2
4516383,8.0,99.0,45.0,U,2.0,91159.68,6.0,9.0,Control,0
3678422,17.0,204.0,33.0,M,3.0,339660.53,6.0,9.0,Control,4
4561742,15.0,184.0,44.5,M,3.0,240993.69,3.0,6.0,Control,4
8011247,5.0,60.0,59.5,M,2.0,31921.91,6.0,9.0,Control,4
9625688,9.0,111.0,35.5,M,2.0,91643.57,2.0,5.0,Control,4
2668008,6.0,73.0,34.0,U,2.0,38654.73,3.0,6.0,Control,4
7704754,12.0,148.0,25.5,M,2.0,31514.34,5.0,8.0,Control,4
1165994,5.0,63.0,69.0,U,2.0,226833.77,2.0,5.0,Control,3
7695537,6.0,83.0,54.5,U,2.0,174976.65999999997,1.0,4.0,Control,4
4149206,27.0,324.0,56.0,F,2.0,27023.89,1.0,4.0,Control,2
8972482,16.0,194.0,62.0,M,3.0,396305.98,6.0,9.0,Control,4
151444,7.0,95.0,31.0,U,2.0,34814.84,5.0,8.0,Control,3
9070908,6.0,83.0,54.5,U,2.0,55787.69,0.0,3.0,Control,4
3070720,6.0,74.0,29.5,U,3.0,47151.82,2.0,5.0,Control,4
1840230,6.0,82.0,29.0,U,2.0,163702.91999999998,6.0,9.0,Control,0
312094,4.0,56.0,21.5,U,2.0,58108.74,3.0,6.0,Control,4
3270955,6.0,81.0,74.5,U,2.0,37672.53,3.0,6.0,Control,4
8971654,15.0,186.0,61.5,F,2.0,71995.54000000001,3.0,6.0,Control,4
7288041,25.0,300.0,32.5,F,3.0,43742.87,6.0,9.0,Control,4
3143881,24.0,289.0,51.0,F,2.0,53080.91,6.0,9.0,Control,4
7845532,23.0,282.0,71.0,F,2.0,187639.61,4.0,7.0,Control,4
4447192,22.0,270.0,59.0,M,2.0,40191.39,3.0,6.0,Control,4
976546,19.0,229.0,38.5,M,4.0,59503.19,5.0,8.0,Control,4
4644384,17.0,206.0,57.0,U,2.0,35975.52,3.0,6.0,Control,0
4028430,9.0,109.0,60.0,M,2.0,87207.53,6.0,9.0,Control,3
9635691,4.0,59.0,46.0,U,2.0,31486.81,6.0,9.0,Control,0
7705023,12.0,144.0,44.0,F,2.0,60526.87,0.0,3.0,Control,4
4260236,12.0,155.0,60.0,F,2.0,58615.38,0.0,4.0,Control,4
1524426,8.0,99.0,36.0,U,2.0,53131.28,2.0,5.0,Control,1
6770720,14.0,179.0,62.5,M,2.0,1907094.11,4.0,8.0,Control,4
425532,5.0,67.0,42.0,U,4.0,112715.89,6.0,9.0,Control,3
7307378,12.0,154.0,69.5,M,2.0,36397.41,0.0,3.0,Control,4
929350,9.0,111.0,72.5,M,3.0,190530.62,5.0,8.0,Control,4
1435050,15.0,189.0,52.5,F,2.0,1589727.12,1.0,4.0,Control,4
5205837,9.0,119.0,56.5,M,2.0,114022.38,5.0,8.0,Control,4
4231609,6.0,75.0,45.0,U,2.0,39335.9,2.0,5.0,Control,1
493194,6.0,75.0,57.5,U,2.0,66942.64,2.0,5.0,Control,4
9989642,6.0,78.0,63.0,U,2.0,202064.63,5.0,8.0,Control,2
692622,4.0,59.0,25.0,U,2.0,31803.51,3.0,6.0,Control,4
1168373,27.0,326.0,61.0,M,3.0,57600.69,5.0,8.0,Control,4
461846,24.0,290.0,78.5,F,2.0,43246.11,4.0,7.0,Control,4
3460496,20.0,250.0,62.0,F,2.0,31438.76,1.0,4.0,Control,3
39968,4.0,57.0,50.0,F,2.0,58599.55,3.0,6.0,Control,0
8730282,27.0,334.0,50.0,F,3.0,464879.31,2.0,5.0,Control,0
7412471,12.0,150.0,27.0,F,4.0,144559.55,6.0,9.0,Control,4
327151,14.0,174.0,74.0,M,5.0,214762.73,1.0,4.0,Control,4
3246979,6.0,72.0,57.0,F,2.0,264334.41,6.0,9.0,Control,4
7205884,15.0,190.0,25.0,F,2.0,34281.18,0.0,3.0,Control,3
7018468,9.0,113.0,27.5,M,4.0,106785.05,2.0,5.0,Control,4
1056722,10.0,131.0,51.5,M,2.0,45437.91,0.0,3.0,Control,4
1887639,15.0,190.0,67.0,U,2.0,174510.75,3.0,6.0,Control,0
7153152,6.0,75.0,44.0,U,3.0,207071.7,6.0,9.0,Control,1
1897278,5.0,65.0,41.5,M,2.0,63939.61,4.0,7.0,Control,4
6815257,46.0,554.0,72.5,M,2.0,92157.08,1.0,4.0,Control,4
9767681,6.0,82.0,47.0,U,2.0,50914.39,6.0,9.0,Control,4
6717435,6.0,83.0,45.0,U,3.0,99839.96,2.0,5.0,Control,4
6958124,10.0,129.0,59.0,M,3.0,148741.47,2.0,6.0,Control,4
5869570,11.0,140.0,47.0,M,2.0,25084.35,1.0,4.0,Control,0
8274863,6.0,73.0,27.0,U,2.0,31559.84,6.0,9.0,Control,4
4055202,10.0,131.0,29.5,M,2.0,118923.62,6.0,9.0,Control,4
5749370,4.0,59.0,22.5,U,2.0,50677.64,6.0,9.0,Control,4
8333682,8.0,107.0,34.0,F,2.0,36660.31,0.0,3.0,Control,4
9546409,21.0,257.0,27.0,M,3.0,117906.94,6.0,9.0,Control,1
3544760,21.0,254.0,55.0,M,2.0,122671.45,0.0,3.0,Control,3
6250726,5.0,65.0,71.5,U,2.0,40124.17,0.0,3.0,Control,4
9863604,5.0,65.0,40.5,U,2.0,36436.59,3.0,6.0,Control,4
7183351,8.0,96.0,28.0,U,2.0,78197.01999999999,2.0,5.0,Control,1
4333518,10.0,126.0,32.0,M,2.0,39164.23,6.0,9.0,Control,4
6540065,7.0,91.0,63.0,U,2.0,52180.97,3.0,6.0,Control,1
6550550,5.0,67.0,58.0,F,2.0,32744.96,3.0,6.0,Control,4
4319069,14.0,175.0,24.0,M,3.0,55169.44,2.0,5.0,Control,0
5931603,5.0,66.0,31.5,U,2.0,66328.35,2.0,5.0,Control,4
2938423,6.0,72.0,36.5,U,2.0,25590.73,6.0,9.0,Control,4
2215051,12.0,154.0,66.0,F,3.0,122246.45,6.0,9.0,Control,4
9027736,10.0,130.0,79.0,F,2.0,217728.64,4.0,7.0,Control,4
6012640,29.0,359.0,59.5,F,2.0,89726.89,2.0,5.0,Control,4
1820934,5.0,70.0,40.5,U,2.0,40535.55,0.0,3.0,Control,4
9048757,15.0,190.0,60.5,F,2.0,591058.3500000001,0.0,3.0,Control,4
5937897,17.0,210.0,63.5,M,2.0,482055.17,0.0,3.0,Control,4
1350724,4.0,58.0,42.0,U,2.0,38033.55,0.0,3.0,Control,0
9234234,8.0,103.0,26.0,M,2.0,65872.88,6.0,9.0,Control,0
8037116,4.0,58.0,23.0,U,2.0,30552.19,0.0,3.0,Control,3
2754680,7.0,89.0,41.0,U,2.0,247752.24,2.0,5.0,Control,1
8984143,14.0,168.0,40.5,M,2.0,26248.41,2.0,5.0,Control,4
2406021,23.0,286.0,49.0,M,2.0,483324.86,4.0,7.0,Control,4
1908158,21.0,263.0,66.5,F,2.0,161959.26,2.0,5.0,Control,4
2653016,21.0,258.0,53.0,F,2.0,273573.13,1.0,4.0,Control,4
548340,21.0,255.0,46.5,U,2.0,38001.58,2.0,5.0,Control,4
3055755,17.0,212.0,44.0,F,2.0,59154.02,6.0,9.0,Control,0
1040359,5.0,63.0,47.5,U,3.0,50844.64,2.0,5.0,Control,4
1334827,11.0,141.0,38.5,F,2.0,76572.53,0.0,3.0,Control,4
2509909,9.0,108.0,56.0,M,3.0,120915.34,6.0,9.0,Control,3
2600705,15.0,181.0,61.5,F,2.0,1278380.8099999998,6.0,9.0,Control,4
3442959,14.0,173.0,34.5,F,2.0,35656.28,6.0,9.0,Control,4
3991847,5.0,65.0,33.0,U,2.0,28189.91,2.0,5.0,Control,2
9373092,5.0,68.0,39.5,F,2.0,59201.04,5.0,8.0,Control,4
1025015,16.0,203.0,46.0,M,2.0,163637.52000000002,5.0,8.0,Control,3
9591707,11.0,140.0,49.0,M,2.0,34721.08,3.0,6.0,Control,4
5522802,4.0,57.0,39.5,U,3.0,66114.18,4.0,7.0,Control,4
6399171,19.0,239.0,58.0,M,2.0,119445.0,5.0,8.0,Control,1
547839,11.0,141.0,44.5,F,2.0,75677.53,6.0,9.0,Control,4
5781524,5.0,71.0,42.5,U,3.0,55532.59,2.0,5.0,Control,4
4937056,14.0,172.0,19.0,M,4.0,65365.75,0.0,3.0,Control,1
3132961,9.0,119.0,58.5,F,2.0,23790.4,6.0,9.0,Control,4
6248651,17.0,213.0,45.5,M,2.0,24110.09,6.0,9.0,Control,4
9516559,9.0,115.0,29.5,M,2.0,32127.71,5.0,8.0,Control,4
9795687,14.0,168.0,69.5,M,2.0,65376.95,3.0,6.0,Control,4
3573589,11.0,136.0,46.5,M,2.0,57971.45,3.0,6.0,Control,4
6082639,24.0,299.0,52.0,M,5.0,208786.33,2.0,5.0,Control,1
2057447,20.0,250.0,40.0,F,2.0,55884.24,0.0,3.0,Control,0
4834461,23.0,287.0,55.5,M,2.0,522457.42,3.0,6.0,Control,4
7656967,18.0,222.0,60.0,F,3.0,458857.19,6.0,9.0,Control,4
6559072,16.0,203.0,54.0,F,2.0,54249.96,3.0,6.0,Control,4
2960870,11.0,136.0,66.5,F,2.0,190176.39,2.0,5.0,Control,4
399690,16.0,195.0,80.0,M,2.0,34994.41,4.0,7.0,Control,1
3319565,10.0,127.0,48.0,M,2.0,23985.65,6.0,9.0,Control,1
5769715,20.0,245.0,75.0,M,2.0,75862.58,6.0,9.0,Control,0
8336549,12.0,154.0,32.0,F,2.0,115872.65,2.0,5.0,Control,4
7313442,14.0,173.0,23.0,M,3.0,72468.70999999999,6.0,9.0,Control,0
327337,15.0,187.0,73.0,M,2.0,699374.2300000001,6.0,9.0,Control,4
8306917,11.0,143.0,60.0,F,4.0,358021.67,6.0,9.0,Control,4
2697914,15.0,186.0,36.0,U,2.0,77452.7,3.0,6.0,Control,3
8730685,19.0,228.0,71.5,M,2.0,236328.14,0.0,3.0,Control,4
5894819,8.0,102.0,67.5,U,2.0,88612.23,6.0,9.0,Control,4
3539231,6.0,72.0,26.5,U,2.0,60709.59,1.0,4.0,Control,4
9484909,7.0,94.0,20.5,U,2.0,51542.32,0.0,3.0,Control,4
736752,12.0,155.0,34.0,M,2.0,74871.78,1.0,4.0,Control,0
28857,14.0,178.0,52.0,M,2.0,104511.86,3.0,6.0,Control,4
6334676,3.0,47.0,35.5,U,3.0,175190.2,5.0,8.0,Control,4
1465714,11.0,143.0,63.5,F,2.0,867380.8300000001,0.0,3.0,Control,4
6020962,13.0,167.0,28.5,M,2.0,98550.05,3.0,6.0,Control,4
2472976,4.0,54.0,67.5,F,2.0,661718.3400000001,5.0,8.0,Control,4
2956739,4.0,59.0,53.0,U,2.0,28462.57,2.0,5.0,Control,0
8544599,23.0,277.0,56.0,F,2.0,36103.57,1.0,4.0,Control,4
595241,22.0,274.0,49.0,F,2.0,27579.24,2.0,5.0,Control,3
6206582,21.0,252.0,43.0,F,2.0,129093.94,2.0,5.0,Control,4
5954855,20.0,250.0,35.5,M,4.0,264983.04,2.0,5.0,Control,4
9957845,24.0,297.0,61.0,F,2.0,110140.17,4.0,7.0,Control,3
509544,19.0,228.0,52.5,F,2.0,27084.14,1.0,4.0,Control,4
1288843,18.0,221.0,62.5,U,2.0,163709.74,1.0,4.0,Control,4
4319222,5.0,66.0,31.5,F,3.0,33047.84,0.0,3.0,Control,4
3086399,16.0,194.0,48.5,M,2.0,166456.55,6.0,9.0,Control,4
6615925,11.0,140.0,32.0,M,2.0,38937.73,2.0,5.0,Control,3
9517536,5.0,60.0,27.5,U,2.0,56202.07,6.0,9.0,Control,4
9754728,7.0,86.0,40.0,U,2.0,128306.51,4.0,7.0,Control,4
3777909,4.0,57.0,54.5,U,3.0,48953.17999999999,0.0,3.0,Control,4
6641855,8.0,97.0,33.0,U,2.0,81186.79000000001,4.0,7.0,Control,4
3806151,9.0,109.0,43.0,M,2.0,157278.14,1.0,4.0,Control,4
7414306,6.0,79.0,66.5,U,2.0,65259.08,1.0,4.0,Control,4
3887490,5.0,71.0,39.5,U,2.0,59466.35,2.0,5.0,Control,4
1814940,7.0,94.0,48.0,U,2.0,69194.14,2.0,5.0,Control,1
9075393,12.0,146.0,48.5,M,4.0,484570.93,6.0,9.0,Control,4
16095,6.0,76.0,30.0,U,2.0,81652.98,1.0,4.0,Control,3
7452449,23.0,287.0,68.0,F,3.0,131965.16,4.0,7.0,Control,0
5142178,23.0,277.0,58.0,M,2.0,69415.56,5.0,8.0,Control,1
6373368,16.0,194.0,55.5,M,2.0,42066.73,1.0,4.0,Control,4
1007748,29.0,348.0,65.5,M,4.0,1423149.03,6.0,9.0,Control,4
9449889,14.0,176.0,26.0,F,2.0,28841.06,6.0,9.0,Control,4
1990964,15.0,184.0,50.0,F,2.0,27152.18,2.0,5.0,Control,0
811242,27.0,332.0,68.0,F,2.0,79386.39,5.0,8.0,Control,4
6380474,14.0,170.0,46.0,M,2.0,159277.65000000002,1.0,4.0,Control,4
9105369,22.0,267.0,27.0,F,2.0,31407.18,2.0,5.0,Control,2
4494336,5.0,71.0,66.0,F,3.0,403398.69,1.0,4.0,Control,4
1695407,8.0,99.0,55.0,U,2.0,61656.99,0.0,3.0,Control,1
943015,5.0,71.0,56.0,U,2.0,45776.16,5.0,8.0,Control,0
1020634,4.0,58.0,40.5,U,2.0,26795.08,4.0,7.0,Control,4
1829130,7.0,84.0,53.0,F,2.0,24154.48,2.0,5.0,Control,4
9336495,5.0,65.0,29.0,U,2.0,56490.0,6.0,9.0,Control,1
5870441,25.0,310.0,25.5,F,2.0,97090.46,6.0,9.0,Control,4
4787368,13.0,156.0,31.0,M,2.0,97061.72,0.0,3.0,Control,0
6050973,9.0,116.0,32.0,F,2.0,54681.51,1.0,4.0,Control,0
1290934,13.0,159.0,55.5,M,2.0,27826.43,2.0,6.0,Control,4
8732389,19.0,233.0,54.5,F,2.0,100531.17,6.0,9.0,Control,4
7038187,17.0,214.0,34.5,M,2.0,123618.14,5.0,8.0,Control,4
8047484,17.0,208.0,69.0,F,2.0,47198.83,6.0,9.0,Control,4
5101399,7.0,85.0,41.0,M,3.0,247864.61,4.0,7.0,Control,2
8381127,8.0,101.0,50.0,M,3.0,135540.13,3.0,6.0,Control,0
7396309,13.0,156.0,31.0,F,3.0,49312.45,4.0,7.0,Control,0
848570,10.0,131.0,34.5,F,3.0,137937.4,4.0,7.0,Control,4
5156720,11.0,143.0,33.5,F,2.0,59922.95,1.0,4.0,Control,4
83683,5.0,68.0,31.0,U,2.0,62792.96,6.0,9.0,Control,0
3899785,5.0,70.0,20.5,U,2.0,30797.96,0.0,3.0,Control,4
2865677,12.0,145.0,38.0,F,2.0,35881.649999999994,1.0,4.0,Control,3
6842137,6.0,82.0,48.0,U,2.0,67474.85,6.0,9.0,Control,4
3041776,5.0,65.0,60.5,U,2.0,418391.2,2.0,5.0,Control,4
3167061,7.0,95.0,64.0,U,2.0,73866.65,6.0,9.0,Control,3
2839247,13.0,157.0,39.5,M,2.0,89199.12,1.0,4.0,Control,4
187901,11.0,139.0,66.0,M,2.0,166577.95,3.0,6.0,Control,4
2663775,12.0,154.0,35.0,F,2.0,125507.31,1.0,4.0,Control,3
5337525,8.0,106.0,70.0,F,2.0,36330.36,2.0,5.0,Control,1
1667795,7.0,86.0,46.5,U,2.0,42911.97,5.0,8.0,Control,4
1391630,7.0,94.0,43.0,M,3.0,64239.83,4.0,7.0,Control,4
5085938,4.0,57.0,33.5,U,2.0,58761.43,6.0,9.0,Control,4
2013867,13.0,165.0,50.5,F,2.0,248229.05,6.0,9.0,Control,4
2833480,24.0,292.0,65.0,M,5.0,1932983.22,3.0,6.0,Control,1
5829248,23.0,282.0,46.5,F,2.0,150492.49,3.0,6.0,Control,4
7158443,17.0,215.0,47.0,M,3.0,51518.19,5.0,8.0,Control,4
1098398,15.0,188.0,51.0,M,2.0,55343.77,6.0,9.0,Control,1
3749858,5.0,70.0,43.0,U,2.0,65648.85,1.0,4.0,Control,0
2050426,12.0,154.0,52.0,M,2.0,30218.54,5.0,8.0,Control,2
5961178,10.0,121.0,33.0,M,2.0,23801.27,6.0,9.0,Control,1
4238252,10.0,131.0,33.0,M,2.0,42379.63,1.0,4.0,Control,3
8074391,6.0,78.0,23.0,M,2.0,68527.78,4.0,7.0,Control,4
1505011,15.0,191.0,35.5,F,2.0,61272.25,0.0,3.0,Control,4
1672032,5.0,65.0,54.5,U,2.0,25412.61,4.0,7.0,Control,4
3603649,27.0,326.0,86.0,F,2.0,108788.41,5.0,8.0,Control,1
8004671,10.0,131.0,62.5,M,2.0,489905.71,3.0,6.0,Control,4
7542559,10.0,121.0,24.5,M,2.0,32030.79,6.0,9.0,Control,4
9224876,23.0,278.0,37.0,M,2.0,53436.64,0.0,3.0,Control,4
4508825,5.0,71.0,26.5,U,2.0,42367.95,0.0,3.0,Control,4
6865229,13.0,157.0,65.0,M,3.0,322464.82,6.0,9.0,Control,4
918538,14.0,179.0,45.5,M,2.0,118367.28,5.0,8.0,Control,4
8057539,13.0,164.0,74.0,F,2.0,68261.79999999999,3.0,6.0,Control,3
2765161,4.0,58.0,62.0,U,2.0,30880.06,2.0,5.0,Control,4
8058142,10.0,126.0,52.0,F,2.0,30796.32,2.0,5.0,Control,4
5751427,11.0,142.0,38.5,F,2.0,105952.34,5.0,8.0,Control,4
5283980,13.0,157.0,30.5,M,2.0,66645.01999999999,0.0,4.0,Control,4
1687262,6.0,82.0,60.0,U,2.0,43817.08,6.0,9.0,Control,4
3010146,16.0,202.0,56.0,F,2.0,61579.65,0.0,3.0,Control,0
9121026,8.0,106.0,48.5,F,2.0,36726.06,0.0,3.0,Control,4
7447069,6.0,76.0,51.5,U,2.0,134579.89,1.0,4.0,Control,4
3782508,5.0,71.0,25.0,U,3.0,61363.22,5.0,8.0,Control,0
7245855,9.0,119.0,29.0,F,3.0,312255.83,1.0,4.0,Control,4
8248476,6.0,82.0,56.5,U,2.0,46581.51,2.0,5.0,Control,4
2258357,16.0,192.0,65.5,M,3.0,60793.74,6.0,9.0,Control,4
1111086,13.0,157.0,36.0,M,2.0,106835.81,2.0,5.0,Control,4
6299914,11.0,136.0,30.0,M,2.0,69681.22,3.0,6.0,Control,0
4919508,25.0,306.0,85.0,F,3.0,301361.51,6.0,9.0,Control,4
3058849,24.0,292.0,54.5,F,5.0,325994.23,4.0,7.0,Control,4
6941992,24.0,290.0,65.5,M,4.0,1168561.36,6.0,9.0,Control,4
5336299,23.0,285.0,65.5,M,3.0,2827886.48,3.0,6.0,Control,4
1879312,20.0,251.0,63.0,M,2.0,31770.84,5.0,8.0,Control,0
3959519,20.0,249.0,52.5,M,3.0,100537.57,3.0,6.0,Control,4
8610616,21.0,257.0,40.5,F,2.0,41331.41,2.0,5.0,Control,4
6669765,20.0,240.0,54.5,F,2.0,69038.94,0.0,3.0,Control,4
1180546,19.0,231.0,50.5,F,3.0,490488.38,6.0,9.0,Control,4
700784,11.0,139.0,41.0,F,2.0,161893.45,3.0,6.0,Control,3
9552319,5.0,70.0,62.0,U,3.0,61765.28,6.0,9.0,Control,4
9255104,15.0,180.0,52.5,F,2.0,129102.47,2.0,5.0,Control,4
3149079,12.0,149.0,50.5,M,2.0,45682.95,0.0,3.0,Control,4
2122736,10.0,123.0,51.5,F,2.0,34972.71,1.0,4.0,Control,4
8422642,15.0,181.0,60.5,M,2.0,85844.09,5.0,8.0,Control,4
546337,12.0,149.0,47.0,M,2.0,74903.9,2.0,5.0,Control,4
3537735,15.0,181.0,37.5,M,2.0,32973.43,6.0,9.0,Control,4
8343009,4.0,59.0,31.0,U,2.0,33781.57,6.0,9.0,Control,4
7191234,4.0,56.0,49.0,U,2.0,42091.15,6.0,9.0,Control,4
8794039,4.0,58.0,53.5,F,4.0,31003.7,5.0,8.0,Control,4
8170143,12.0,155.0,69.5,M,3.0,409420.35,3.0,6.0,Control,4
8680964,12.0,154.0,57.5,F,3.0,57932.1,6.0,9.0,Control,4
4978709,9.0,111.0,35.5,M,2.0,73011.66,1.0,4.0,Control,4
5258581,5.0,67.0,37.5,F,2.0,109165.37,3.0,6.0,Control,4
144678,5.0,60.0,46.5,U,2.0,51078.88,6.0,9.0,Control,4
8215989,8.0,103.0,69.0,U,3.0,180906.83,3.0,6.0,Control,0
8588068,8.0,97.0,25.5,U,2.0,63304.54,2.0,5.0,Control,4
2226478,9.0,108.0,67.0,M,2.0,228373.35,2.0,5.0,Control,1
3450766,14.0,169.0,27.0,F,2.0,34345.88,6.0,9.0,Control,0
1866820,15.0,188.0,46.0,M,2.0,38470.2,6.0,9.0,Control,2
6103153,14.0,173.0,37.0,F,2.0,49852.96,1.0,4.0,Control,4
4580091,24.0,296.0,52.5,M,2.0,68303.2,6.0,9.0,Control,4
4529371,24.0,296.0,24.5,F,2.0,30209.87,6.0,9.0,Control,4
6195253,21.0,253.0,80.0,M,2.0,79056.17,1.0,4.0,Control,3
8505452,18.0,227.0,36.0,M,2.0,33051.88,1.0,4.0,Control,1
8962369,6.0,79.0,33.0,U,2.0,69426.35,6.0,9.0,Control,0
5910608,5.0,65.0,30.5,U,2.0,26220.95,2.0,5.0,Control,4
6280963,11.0,139.0,50.0,F,2.0,61509.96,5.0,8.0,Control,3
9182143,16.0,199.0,32.5,M,2.0,27976.03,3.0,6.0,Control,4
5283242,6.0,73.0,30.5,U,3.0,58727.15,6.0,9.0,Control,4
2601202,6.0,79.0,29.5,U,2.0,32670.64,1.0,4.0,Control,4
8486666,4.0,59.0,50.0,U,2.0,43043.86,5.0,8.0,Control,4
3484978,4.0,58.0,23.0,U,2.0,27510.48,2.0,5.0,Control,0
4744361,28.0,347.0,63.0,M,2.0,74261.23999999999,5.0,8.0,Control,3
