client_id,visitor_id,visit_id,process_step,date_time,device_change
16135,973833159_30067220181,725277869_39816191426_221546,start,2017-04-09 20:20:30,True
16135,375602926_50119717068,134174297_19985183355_947935,start,2017-04-11 13:30:30,True
16135,973833159_30067220181,739783204_67389693968_203186,start,2017-04-11 21:18:44,True
16291,737218600_82296795868,657961522_2958017007_152305,start,2017-03-31 08:46:47,True
16291,878770994_93475649418,492098271_25650401813_540406,start,2017-04-22 15:58:34,True
16549,507602243_76391579078,759603929_42439826632_450754,start,2017-03-30 08:55:11,True
16549,784001246_8842193453,64524171_30897881403_51439,start,2017-04-08 16:48:29,True
16549,536420175_30932891358,753427569_18850244409_814756,start,2017-05-04 13:32:04,True
16549,784001246_8842193453,987504726_72578887699_966535,confirm,2017-05-13 13:17:10,True
16679,969102987_82457129532,204164301_17766221239_325215,start,2017-03-22 11:48:16,True
16679,959665218_67396459252,631094538_40934578387_732941,start,2017-03-22 19:19:13,True
17160,666738639_90225008330,538060873_21894661498_98676,start,2017-03-29 11:30:53,True
17160,140068625_65716672913,721325432_59287115696_45567,start,2017-04-10 08:58:31,True
17160,666738639_90225008330,288601631_61200777965_80603,start,2017-04-12 11:27:29,True
20730,979143736_82737792696,630275766_84377109048_396666,start,2017-05-25 10:37:30,True
20730,303119485_30479933620,881080467_85088267084_851137,start,2017-05-27 11:37:30,True
21281,789016794_78682115112,457143956_15488057485_187815,start,2017-03-29 11:15:56,True
21281,799353992_34176399455,410493783_88709157426_637149,start,2017-04-13 13:42:42,True
21403,936232950_57093894746,196015311_82346028233_983442,start,2017-04-05 20:06:36,True
21403,173393007_41593104172,770796944_66754457612_38375,start,2017-05-07 10:07:22,True
21940,805212536_88115807517,264497886_42393255597_533913,start,2017-04-13 00:15:36,True
21940,290323712_179611209,794772723_91591789623_49001,start,2017-04-19 16:05:33,True
24443,506118219_28700413405,333132662_67000308675_723690,start,2017-04-05 11:33:55,True
24443,239924652_19132521727,937835222_16528776411_284171,start,2017-05-03 21:00:41,True
24586,944961472_46621783852,741423340_10380940274_859313,start,2017-03-29 14:55:52,True
24586,334826274_49952373099,45914894_57586361732_896035,start,2017-06-09 08:44:50,True
24848,798860602_308583354,391671662_94229875616_154657,start,2017-05-29 18:32:41,True
24848,754446061_30727281256,418188880_91098610743_93834,start,2017-05-30 16:07:16,True
26122,670436710_23068469835,584283831_48120762734_321876,start,2017-05-21 19:23:06,True
26122,127073125_99340832238,73283979_55699609248_608303,start,2017-05-31 10:52:20,True
27241,157215519_55925767374,335981618_57377814393_711619,start,2017-03-29 11:23:46,True
27241,111165291_70855004699,122379901_73882407138_824316,start,2017-03-29 22:26:56,True
27764,769510355_13412064058,909501959_18598284968_649950,start,2017-05-01 16:13:16,True
27764,353088136_59936336814,848141405_8390359311_560262,confirm,2017-05-02 15:29:19,True
27943,88105661_83681207453,417167423_81830423540_167770,start,2017-06-01 12:18:38,True
27943,464966148_9098828484,508867620_56378514388_194527,confirm,2017-06-14 13:28:19,True
27943,970309709_90251444874,659256859_78301277178_172911,confirm,2017-06-15 13:37:54,True
28696,60520311_1206538347,758981202_31697539255_21744,start,2017-05-24 09:12:41,True
28696,122894125_51937496870,917260358_4665290606_123274,start,2017-05-27 15:57:14,True
31336,536148944_46312713697,343288418_2704283301_738722,start,2017-03-28 23:46:28,True
31336,770987620_27837112093,294370010_28815695103_83509,confirm,2017-04-04 13:44:40,True
34437,136681206_23759365879,484883232_8755483445_575829,start,2017-06-01 13:29:11,True
34437,277628674_3236738316,429624866_40738415640_70446,start,2017-06-01 13:46:11,True
34501,744482577_79498082034,41435869_36194904756_599101,start,2017-04-05 13:25:06,True
34501,123079717_22151462290,884415760_74544386850_520553,start,2017-06-01 18:21:13,True
35163,84480461_71568636496,50950707_51544441775_780719,start,2017-06-03 10:11:50,True
35163,876349660_89360947308,800551817_87332283101_475730,start,2017-06-07 09:52:38,True
35476,161009914_19633878974,661495731_52514710825_523851,start,2017-03-29 13:08:55,True
35476,949184072_89302440478,379785835_9853345500_781684,start,2017-05-12 10:46:30,True
36109,306603996_85757417975,323091457_98221684598_337461,start,2017-03-29 21:40:35,True
36109,850187911_34132878274,711681739_50728669212_888267,start,2017-04-03 23:14:13,True
36986,856085193_40886570650,514008566_54144851038_736529,start,2017-03-29 19:28:34,True
36986,537370319_38865702610,263415366_88368405236_44885,start,2017-04-01 16:36:12,True
36986,128462938_15148991657,610763272_78958974287_186487,start,2017-04-12 14:40:20,True
37423,868188978_93813762607,283087090_73663038572_590439,start,2017-03-30 21:18:13,True
37423,175244635_80328083667,399365683_87345712137_804047,start,2017-04-05 11:32:37,True
37423,368531344_83355278898,311519110_62877397316_636773,start,2017-04-05 23:22:21,True
37423,194279758_42194465691,567820574_93405602099_3010,start,2017-04-07 01:49:01,True
37988,394825378_42725399046,527397732_69609794933_832934,start,2017-06-01 20:06:11,True
37988,653626617_31540620430,499890556_47701687220_562804,confirm,2017-06-02 18:45:26,True
38275,472330432_75451065699,359331941_76511062609_68875,start,2017-04-16 17:10:46,True
38275,459478474_64939057969,586375117_19722789717_842939,start,2017-04-17 18:43:58,True
41142,987601219_6152478231,659587073_1955804683_396312,start,2017-04-04 11:18:22,True
41142,991486731_20292544863,732612044_44904867332_599760,start,2017-05-09 11:47:18,True
41142,83357546_65041838430,572844705_16139351943_999117,confirm,2017-05-11 12:38:57,True
41838,802874337_18468161316,870235801_22238553644_723393,start,2017-06-01 13:45:42,True
41838,33826683_48387824486,819260180_83485678508_606821,confirm,2017-06-02 17:32:13,True
42296,223606082_33779902682,93586204_43300463810_177312,start,2017-04-15 15:01:45,True
42296,658245487_7919822171,706376913_10734857558_811890,start,2017-04-26 11:35:32,True
43265,931871140_30510036317,549363116_99466496010_576561,start,2017-03-30 09:34:39,True
43265,152289526_15332715363,349460413_80523036580_78191,start,2017-04-02 11:59:02,True
43494,672176156_90772122603,386967404_43060062970_361355,start,2017-05-02 20:35:56,True
43494,474019471_20027768515,192916350_1881896096_594863,start,2017-05-08 13:36:45,True
44293,907669978_69898615014,409059174_57951818296_88573,start,2017-04-13 20:56:49,True
44293,692519986_80615693202,698739140_25071832111_366343,confirm,2017-04-17 19:46:50,True
44520,706150705_32086642689,427808944_27267214320_180253,start,2017-05-22 14:11:26,True
44520,861796800_89834168954,391086395_30159307591_43642,confirm,2017-05-24 08:34:22,True
44857,523894075_59432249046,626318855_63055821340_814363,start,2017-05-14 19:48:15,True
44857,897785280_2132713734,892022454_50466833481_375947,start,2017-05-16 19:43:52,True
44857,612158996_85212034319,597293323_98727638577_990127,start,2017-05-21 19:14:02,True
45131,81248672_45515656126,906151155_12846273306_149819,start,2017-05-07 16:56:56,True
45131,683920784_15571221773,244261915_94378818692_365347,start,2017-05-12 10:14:14,True
45232,547892773_78700320182,531578168_22995189593_320487,start,2017-03-19 11:58:52,True
45232,972440526_74733680394,611673583_2113032196_733397,start,2017-04-02 13:32:21,True
45232,396311649_48826079484,6435534_46302282847_973279,start,2017-04-22 11:08:17,True
45510,123617415_92937601190,220912169_22832501286_557341,start,2017-04-13 21:24:02,True
45510,125394029_76999674091,908754911_34738618738_563447,start,2017-04-24 09:44:10,True
48144,167314769_2234042402,157450628_73551596876_775538,start,2017-06-07 11:42:34,True
48144,505572383_94395266553,559656086_60987214211_377149,start,2017-06-07 15:56:59,True
48424,479636985_28592326092,483881400_11083850789_312292,start,2017-06-16 23:41:36,True
48424,997253304_77262644215,833433809_67706629823_501221,start,2017-06-16 23:52:09,True
48424,780042332_72229467787,915471456_87408299844_797558,start,2017-06-16 23:53:48,True
48448,720593921_49875119289,331615026_46718458763_258848,start,2017-03-30 15:50:26,True
48448,344701472_79825157652,256890078_70891378201_716132,confirm,2017-04-03 21:02:07,True
48563,527333710_36116019752,663661920_93863874655_361341,start,2017-05-28 15:34:13,True
48563,139614706_35980818052,616594129_73019328363_543409,confirm,2017-06-09 15:38:44,True
48724,356511134_9751666580,87484851_35057772341_623035,start,2017-04-19 12:53:46,True
48724,316724696_76229373240,450223076_1270239040_103471,start,2017-04-19 13:00:09,True
51668,174072006_48986293990,458800900_66437694770_912925,start,2017-06-01 15:35:48,True
51668,220807937_14885929486,167904420_35293057037_649590,confirm,2017-06-14 11:26:03,True
51917,732468596_90954782774,489983178_43487336625_522841,start,2017-06-03 04:31:32,True
51917,7299542_29492701512,64596384_38797110955_120285,confirm,2017-06-04 23:30:19,True
52111,814386630_70110636250,299084436_75098989899_564804,start,2017-03-31 23:11:07,True
52111,5791144_57988866197,66743123_1421602638_316706,start,2017-04-12 13:00:08,True
52111,144047185_28153710165,82584123_82200827124_627189,start,2017-05-05 17:10:38,True
56408,325878070_39747766869,82727746_89936675996_765071,start,2017-04-19 11:06:03,True
56408,396409980_40407779364,164278359_94267715922_575206,start,2017-04-20 12:03:17,True
58001,720124391_7850825847,468027853_85089595773_91031,start,2017-04-05 13:12:54,True
58001,819735877_60096987602,338443358_65509529757_498407,start,2017-04-05 14:16:15,True
58196,500338642_657773211,188152660_90386212987_772182,start,2017-04-06 11:55:01,True
58196,983697480_34448825600,11336552_27599267247_610394,start,2017-04-19 14:43:59,True
58196,500338642_657773211,761630724_67204279683_168291,start,2017-04-20 11:32:26,True
58196,983697480_34448825600,434719687_79082603594_599873,start,2017-04-20 19:20:34,True
58456,85325676_4234306123,746763908_2522971987_50110,start,2017-05-04 12:21:44,True
58456,77260643_6025650290,90751306_25087405649_38294,start,2017-05-07 12:34:51,True
58589,738314398_64542634741,680239520_52067597831_970044,start,2017-04-19 13:05:54,True
58589,842997448_53853599914,752031878_5061093307_64878,confirm,2017-05-20 15:59:06,True
59931,905021119_73735390358,299399961_76631813604_529896,start,2017-06-07 00:07:46,True
59931,586449225_47469550436,742973612_67850688762_42006,start,2017-06-18 19:35:41,True
59931,187544256_30476706145,674106267_13205107078_114772,confirm,2017-06-20 21:48:00,True
60327,256490620_52581105795,301377620_74448949996_208447,start,2017-04-05 11:37:56,True
60327,500537267_28932829968,956947379_57935162878_708550,start,2017-04-05 11:40:21,True
60802,568269944_90095283833,166411313_13269663941_849826,start,2017-03-27 23:28:21,True
60802,618164865_47581693512,243524909_1939633336_798973,start,2017-03-29 09:24:23,True
61810,770290413_47141801286,167685941_71875941583_31598,start,2017-04-13 16:00:55,True
61810,463051857_79590901505,932118529_12470806910_87752,start,2017-06-19 15:33:18,True
63879,605268032_30111756316,21615919_42279427556_317425,start,2017-03-29 18:44:47,True
63879,309139074_72326312713,211527363_97030449036_813934,confirm,2017-05-04 16:46:22,True
63879,766754533_81650079980,748819228_75938353129_960043,confirm,2017-05-18 11:36:04,True
64635,64780469_40674921265,952780776_31699882606_274435,confirm,2017-05-03 11:36:52,True
64635,458978041_31255485301,800813025_98386687269_268358,confirm,2017-05-19 08:21:34,True
65700,26641811_64328025552,475983054_40055833438_30483,start,2017-03-29 11:34:11,True
65700,879079827_70812939375,710577034_51636936312_177069,confirm,2017-04-10 23:22:19,True
65700,26641811_64328025552,14807490_38953059597_993336,confirm,2017-04-12 11:17:04,True
65700,879079827_70812939375,213966138_12953354832_105749,confirm,2017-05-22 09:44:11,True
66160,435401135_13735136048,625691365_94820521449_183214,start,2017-04-12 19:01:48,True
66160,978954790_49353031960,882800001_76024745817_550534,confirm,2017-04-13 11:34:42,True
67221,530164103_26986090863,437589130_43028172070_813007,start,2017-06-08 08:51:44,True
67221,189521965_24755108153,377299969_45440868942_140313,confirm,2017-06-12 11:17:20,True
67714,545643991_64704262425,643844758_12179670003_319587,start,2017-05-04 11:30:18,True
67714,29618871_19350440830,490125268_27070495009_692384,start,2017-05-24 12:27:30,True
67845,239461965_68805823718,596697111_61815674409_333257,start,2017-03-29 15:21:15,True
67845,49025663_80961170325,685504706_58227758389_557542,start,2017-03-30 16:24:02,True
69201,787868623_39346894705,86286258_32901651440_869198,start,2017-03-30 08:21:28,True
69201,697121507_66280533300,295396424_97871765366_262824,start,2017-04-11 11:15:22,True
69201,524906086_55716877792,786579209_96443107508_343563,start,2017-04-12 11:33:54,True
69201,166840213_53732220629,239586946_53221805608_761143,start,2017-05-09 11:16:12,True
69255,340934634_44192334475,729968009_59026484937_664178,start,2017-04-05 14:32:47,True
69255,310869805_9693330193,749978437_90205781818_231452,step_3,2017-04-05 14:44:43,True
72074,81301971_27845799564,730783483_52983676794_722979,start,2017-03-31 10:23:23,True
72074,299110719_98392160503,219352266_77466986638_397414,start,2017-05-15 14:57:28,True
72623,593467656_30779737750,66508757_74767513382_761142,start,2017-05-27 19:02:42,True
72623,503953326_95303459446,171916608_60702504283_862020,start,2017-06-15 10:07:30,True
72671,9234728_4343519979,613521240_32604669846_947981,start,2017-06-08 10:33:50,True
72671,296787876_30189538201,812449332_59596392739_503954,confirm,2017-06-10 12:09:59,True
72988,969740731_20345806763,833577798_17128338602_136188,start,2017-05-06 13:56:50,True
72988,509726992_95697515634,303539011_9013908524_164151,start,2017-06-02 14:40:41,True
73453,111123105_42096754461,647566769_48383249998_309365,start,2017-04-05 23:27:49,True
73453,978170378_80699230706,176331526_44520801798_930427,start,2017-04-06 17:29:32,True
74169,417472226_13818715306,681527067_56908359861_84476,start,2017-04-09 18:29:07,True
74169,949563634_15877679267,828917167_60203142830_654773,start,2017-04-23 21:47:15,True
76481,13701593_48821368950,690534154_80114106127_896650,start,2017-04-05 13:30:06,True
76481,234717028_96089057365,284877972_32979870918_826793,start,2017-04-05 18:04:07,True
77391,593194640_93477763037,781462710_49289577711_292436,start,2017-04-06 06:42:59,True
77391,116179374_32818230697,582012926_4310003088_381827,start,2017-06-01 06:56:24,True
78779,103358015_71540220454,485572479_49019577168_488348,start,2017-03-28 21:57:57,True
78779,290887154_68130652789,765428758_37102380351_204795,start,2017-03-29 22:07:21,True
79571,828490186_72406648289,821804756_63711153384_710046,start,2017-05-12 12:46:10,True
79571,55921025_8176529377,728637839_6650605898_524640,confirm,2017-05-15 11:09:30,True
79897,313978003_70151417047,616727174_37867999664_520285,start,2017-03-29 09:39:24,True
79897,315897161_81581078420,151124369_84350186460_144007,start,2017-04-02 08:44:21,True
79897,868256313_65111824139,247899566_31294586963_55118,confirm,2017-04-03 09:08:24,True
80117,694869172_90335524758,6266407_29361337204_103007,start,2017-06-06 18:20:21,True
80117,259597989_39343975852,626277003_88344718830_482414,start,2017-06-07 12:31:29,True
80479,950046187_55725862992,323884698_37579804118_458010,start,2017-04-07 19:26:00,True
80479,528487041_17251121818,82705097_24491272854_589816,start,2017-04-25 14:03:55,True
80479,786698906_63688931496,127522890_84207933291_768178,confirm,2017-05-04 13:26:14,True
81601,347381914_2719380619,444389148_13951698749_467253,start,2017-04-02 00:06:14,True
81601,70574991_44970081212,798189280_87684454562_747207,start,2017-04-16 20:34:19,True
81720,863842652_40609882115,472771723_99969453100_951683,start,2017-04-15 10:24:26,True
81720,447564378_71601113780,125926698_39179383498_739131,start,2017-04-18 11:06:34,True
82712,534347774_70632241399,990291432_36857609969_413175,start,2017-03-29 19:25:36,True
82712,640773037_65421560296,777422861_30539904659_201952,start,2017-04-17 12:15:39,True
82712,534347774_70632241399,413983253_59553074727_760562,start,2017-04-17 12:46:32,True
82712,947123507_74793404128,607018978_22901664117_696160,start,2017-04-23 17:05:43,True
82712,534347774_70632241399,58187236_61946328841_581566,start,2017-04-24 18:33:38,True
83828,752490898_59055608815,659624065_23577343554_475242,start,2017-04-05 10:01:55,True
83828,660294554_48835740084,322734244_96695938482_149478,start,2017-04-11 10:36:19,True
84658,164543250_104079318,288132206_70876790655_821664,start,2017-04-27 23:08:59,True
84658,546100967_29431500871,152881269_58108170442_334346,start,2017-06-12 22:55:07,True
85105,702578194_71825305281,404417392_83837500230_899150,start,2017-06-01 23:28:43,True
85105,330200615_78321647719,184233040_29252216427_98565,start,2017-06-02 00:50:26,True
87317,296379339_59922719083,708005448_9490769753_542218,start,2017-05-24 13:34:31,True
87317,91252162_47340607494,199099949_44167734958_443661,confirm,2017-05-24 13:44:36,True
87915,622565059_38837485732,651765300_55154794983_97974,start,2017-04-05 17:08:17,True
87915,81198089_17713418693,915189057_97775849314_580608,start,2017-04-26 11:46:15,True
89871,299762868_36218346376,436404514_95368718909_597475,start,2017-04-05 09:13:50,True
89871,348243179_43159347031,128253697_78265253421_277532,start,2017-06-08 09:07:41,True
90596,828800229_91771690443,121771503_84451529569_291406,start,2017-04-11 16:05:39,True
90596,930767984_73483499005,11720986_52679762149_836806,start,2017-05-12 17:32:47,True
91131,753211841_82567072750,150103260_89147591482_289717,start,2017-03-29 15:55:02,True
91131,281732699_63471176533,491994816_99803566160_808732,confirm,2017-03-31 11:45:20,True
91138,27345277_51286499322,498032511_67329113674_424044,start,2017-06-10 11:05:09,True
91138,400320074_7328331099,949961391_37496544601_580374,start,2017-06-20 22:15:09,True
91190,673253499_41187621541,387137735_45444042329_16994,start,2017-03-29 12:36:35,True
91190,74115517_43046293306,738718138_22520711731_424690,start,2017-04-04 11:24:57,True
91443,412718152_39465973956,16697153_35211684939_347205,start,2017-04-07 14:43:12,True
91443,678990661_20399363727,308622971_78898234019_725394,start,2017-04-07 14:48:25,True
92808,444617501_9507124305,299071433_50899666515_539394,start,2017-06-06 16:08:22,True
92808,71801669_99649736115,46962477_92665058082_16859,start,2017-06-19 22:57:19,True
93127,659415856_56123573912,336400838_1552526746_312660,start,2017-04-05 15:27:08,True
93127,44559662_12767213448,115049717_82186765278_162124,start,2017-06-20 13:25:46,True
94552,439088236_38089704067,840518915_58635435479_876626,start,2017-04-10 15:55:02,True
94552,959156855_73638788272,801755486_69685516893_345148,start,2017-05-07 14:06:11,True
94552,432243928_51927256408,820736879_79487725607_431059,start,2017-05-13 12:14:24,True
94607,439457833_92655309643,975617188_62232466893_390072,start,2017-05-24 15:13:56,True
94607,466104790_904381066,372898828_96133677577_610165,start,2017-06-08 10:41:05,True
94662,780620553_13020076689,694619320_82825427507_196223,start,2017-03-29 16:27:40,True
94662,903987317_91896449276,558892563_13920390389_580537,start,2017-04-12 16:55:37,True
95009,5269938_83985042184,866298835_58902400665_579774,start,2017-06-06 18:17:15,True
95009,296400154_24733362130,487623499_95270267177_294843,start,2017-06-17 17:30:08,True
95744,346961495_5296384650,927457271_63048576588_784008,start,2017-05-27 14:17:49,True
95744,165504111_36818255201,257338311_89405561000_681311,start,2017-06-07 15:12:55,True
97251,452432714_53541757322,511317475_63376272637_443414,start,2017-05-11 10:36:20,True
97251,825157410_63782144220,367870858_90191097178_356906,start,2017-05-11 10:59:17,True
97251,206744779_63295997931,844724733_7330402931_251070,start,2017-05-11 11:20:54,True
97251,452432714_53541757322,462317413_81697894008_888824,start,2017-06-06 14:15:42,True
98248,660844876_46151613480,84427058_10514690404_216612,start,2017-05-03 16:07:23,True
98248,426011023_70057435221,582702531_22600689974_317742,start,2017-05-28 11:14:04,True
99149,785296057_97267661248,85073202_36161037598_922594,start,2017-04-11 23:21:34,True
99149,909607784_38540978421,886938693_1531200676_505100,start,2017-04-24 11:27:54,True
99382,942565124_11534593879,237133707_52758740513_377531,start,2017-06-03 18:18:13,True
99382,100191756_89165713660,332659100_20969208412_854124,confirm,2017-06-06 23:02:09,True
101246,405099375_97051901142,315713381_71216900426_556832,start,2017-04-08 18:57:24,True
101246,475832867_1353726342,36300580_33898644327_590746,start,2017-06-18 15:51:34,True
103893,232336015_10834667463,197704345_71761797155_485648,start,2017-06-02 10:48:20,True
103893,335007483_23086456480,634714315_6672816030_701667,start,2017-06-14 12:06:00,True
104328,973572225_11347870125,99755078_16430697814_871875,start,2017-04-03 16:42:32,True
104328,666284448_77182038358,608743701_61841225194_768988,start,2017-04-14 09:31:35,True
106457,286798585_3504387086,724901114_28216022115_189480,start,2017-04-04 22:44:01,True
106457,913345537_58533784055,23010827_90662577579_669005,start,2017-05-25 11:33:55,True
106457,110662515_52050757677,170310826_68249200743_6666,start,2017-06-04 10:42:19,True
108335,397260158_63528478427,485118514_60281961275_303117,start,2017-04-11 19:37:32,True
108335,532408575_29730210600,553081715_95559405778_757933,start,2017-04-17 21:11:15,True
109175,569622774_88261708161,301976654_57128740650_704924,start,2017-05-12 23:32:18,True
109175,910859847_69307434600,822969597_21666753713_823170,start,2017-05-31 10:48:58,True
109859,506217381_80328878130,91685525_59130404428_613042,start,2017-03-29 13:49:36,True
109859,475424419_54582427067,25390875_49061374430_150463,start,2017-03-29 19:26:59,True
109932,869455232_40469802426,604119771_77181705739_204818,start,2017-03-30 20:54:32,True
109932,667191888_97273373713,66467173_99949555100_595984,start,2017-04-22 20:00:46,True
110176,984351007_1525079703,335215752_91875563652_179029,start,2017-03-26 08:16:06,True
110176,710762603_40808518391,157119506_54847102143_425878,start,2017-05-01 14:52:18,True
111157,974596936_57820344658,908786998_33373465484_20270,start,2017-05-27 20:25:22,True
111157,898512769_11944093804,812343587_19074137748_764397,confirm,2017-05-31 14:17:22,True
111699,581278245_89471057999,464575546_92035407757_394892,start,2017-06-01 15:27:03,True
111699,491333912_62961312520,604720651_81904708374_586837,start,2017-06-13 20:45:35,True
112214,794356285_11152189864,61520195_59611344184_788436,step_1,2017-03-17 12:01:54,True
112214,720662430_37291457444,740323228_47622939186_582589,step_3,2017-03-22 13:31:17,True
112436,53579191_34723460993,816299134_18709429207_476442,start,2017-05-10 13:24:54,True
112436,696239068_88619084996,328530179_92724932761_567576,step_3,2017-05-10 13:44:50,True
116492,262304314_79388763820,797427251_41336036977_133966,start,2017-04-13 10:29:58,True
116492,511498378_76227623619,473023017_58589308858_976151,start,2017-05-29 10:13:10,True
117032,668050216_23588164178,51294703_63723280885_514407,start,2017-03-29 13:05:10,True
117032,706284228_89294071101,686544097_58525521020_203191,start,2017-04-07 09:34:06,True
117979,776127515_36646891436,387558149_26648140692_142707,start,2017-04-05 11:56:08,True
117979,374753105_98088955424,296044057_78651247210_9127,start,2017-04-05 12:04:52,True
119006,109743231_98459733676,898856172_30335757565_559292,start,2017-04-15 10:38:15,True
119006,447381795_2977752189,485523234_18675905932_448191,start,2017-04-15 13:15:55,True
123593,301295366_39392486367,526097951_19893792312_214769,start,2017-06-09 07:56:03,True
123593,541715557_26272396461,42422641_98492375707_262934,start,2017-06-09 08:11:01,True
124118,645875304_50940952900,490747654_98092798850_340356,start,2017-05-25 12:56:31,True
124118,377371820_20980760755,849880564_65740980596_760185,confirm,2017-06-12 01:24:00,True
124731,381583485_74380698787,407288134_90578968213_582999,start,2017-06-02 12:54:34,True
124731,283998013_56520624512,744605715_44356131842_36505,start,2017-06-02 13:12:25,True
124731,813101602_27729823914,973885447_42370598902_344713,confirm,2017-06-04 17:46:30,True
125679,71206629_1262001843,116932942_12740311347_954175,start,2017-03-29 12:22:38,True
125679,6508610_62218651538,27412968_79136341326_351016,start,2017-04-11 01:35:40,True
126090,636396882_1920964925,192906145_87849762244_699890,start,2017-04-05 11:55:35,True
126090,321627509_35465256543,498693523_83038663656_39490,start,2017-04-19 11:27:05,True
126090,95396386_88555663981,582738125_32696032326_930690,start,2017-05-01 18:11:38,True
133096,409131561_54269500505,586739095_99025087455_668679,start,2017-04-20 18:12:30,True
133096,760726306_47609145074,533506245_4660018865_391810,start,2017-04-24 22:41:59,True
133389,986977107_73842888725,71483542_19242323178_501539,start,2017-04-08 22:44:52,True
133389,902575231_54098369739,908339010_50873536_754105,start,2017-04-19 14:42:57,True
133408,952631858_65423275576,174300845_97983641922_623088,start,2017-04-26 15:25:58,True
133408,417990418_43241890797,758734853_95685811861_718668,start,2017-05-26 13:19:59,True
133522,325510630_25821236859,190388652_98069890309_47768,start,2017-05-14 17:34:10,True
133522,127820124_48998568447,79937394_24303952331_627166,start,2017-05-14 17:42:03,True
133536,643432139_47643010586,339120649_66852093047_127854,start,2017-04-06 13:12:46,True
133536,75567017_44095255607,417660880_63013427000_947115,start,2017-04-10 16:05:01,True
133536,397916594_48450884928,468512408_88465648063_803359,start,2017-04-19 11:12:42,True
133536,602192465_29779098231,518405168_70456247099_255535,start,2017-04-27 17:09:32,True
133742,108098820_17076722230,463926750_94310160278_206515,start,2017-04-13 12:19:33,True
133742,988532116_29598918384,572016457_77154430399_662380,confirm,2017-04-17 13:32:52,True
133924,311749507_83530054327,208102006_1134607055_116714,start,2017-06-01 07:27:55,True
133924,738505225_16377478019,964455358_53180593107_933247,start,2017-06-05 13:04:07,True
134286,466331876_70042626886,696084661_48600841834_363227,start,2017-04-02 06:55:08,True
134286,846941027_8055535169,862572403_74497232145_883473,start,2017-04-13 09:01:29,True
134729,890186776_22879318159,581514248_66310501713_874796,start,2017-05-31 14:14:50,True
134729,970076991_6734801589,130730608_98318102590_363094,start,2017-05-31 14:17:22,True
134729,576359365_73207532379,234034928_87768606118_438854,confirm,2017-06-02 11:00:06,True
135828,953047092_43057977776,772613630_51674673267_134526,start,2017-05-28 11:28:50,True
135828,454166105_11591954321,367884470_18782581952_196923,start,2017-05-28 12:09:51,True
137061,753028704_7561512518,37109224_36522733047_30806,start,2017-04-02 12:15:05,True
137061,302442396_39827376368,598241430_46668672221_670887,start,2017-04-06 10:30:43,True
139979,295340148_54048995591,703499730_27350158024_516374,start,2017-03-29 20:39:27,True
139979,417336806_18396220706,842235266_39945267980_197658,start,2017-04-12 20:17:18,True
140020,193538768_85229185035,576499307_20097311937_606279,start,2017-03-29 13:47:00,True
140020,931587575_6960387283,191933595_53402994142_76754,start,2017-04-15 13:17:39,True
